location_id,timestamp,state,road_type,lane_count,speed_limit_kmph,has_signal,enforcement_level,blackspot_score,latitude,longitude,season,day_of_week,hour_of_day,lighting,weather,is_peak,vehicle_count_per_hr,avg_speed_kmph,peak,traffic_data_quality_flag,signal_status,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,signal_data_quality_flag,accident_occurred,severity,vehicles_involved,cause,veh_count_at_accident
L003,2025-07-04 09:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,9,Day,Thunderstorm,True,400.0,40.5,True,,Working,62.0,104.0,3.0,169.0,0.0,,False,,,,400
L003,2025-07-04 10:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,10,Day,Clear,True,184.0,50.9,True,,Working,61.0,104.0,7.0,172.0,0.0,,False,,,,184
L003,2025-07-04 11:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,11,,Clear,True,665.0,38.2,True,,Working,64.0,84.0,4.0,152.0,0.0,,True,Minor,7.0,Overspeeding,665
L003,2025-07-04 12:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,12,Day,Rain,False,238.0,30.4,False,,Working,39.0,37.0,3.0,79.0,0.0,,False,,,,238
L003,2025-07-04 13:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,13,Day,Rain,False,212.0,33.9,False,,Working,26.0,79.0,7.0,112.0,0.0,,False,,,,212
L003,2025-07-04 14:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,14,Day,Clear,False,273.0,39.7,False,,Working,36.0,113.0,3.0,152.0,0.0,,False,,,,273
L003,2025-07-04 15:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,15,Day,,False,131.0,46.6,False,,Working,54.0,87.0,6.0,147.0,0.0,,False,,,,131
L003,2025-07-04 16:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,16,Day,Rain,False,154.0,40.6,False,,Working,83.0,73.0,3.0,159.0,0.0,,False,,,,154
L003,2025-07-04 17:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,17,Day,Rain,True,393.0,32.4,True,,Working,28.0,94.0,7.0,129.0,0.0,,False,,,,393
L003,2025-07-04 18:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,18,Day,Rain,True,280.0,35.7,True,,Working,79.0,90.0,3.0,172.0,0.0,,False,,,,280
L003,2025-07-04 19:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,19,Dusk/Dawn,Rain,True,334.0,36.7,True,,Working,65.0,43.0,7.0,115.0,0.0,,False,,,,334
L003,2025-07-04 20:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,20,Night,Rain,True,130.0,,True,,Working,83.0,85.0,5.0,173.0,0.0,,False,,,,130
L003,2025-07-04 21:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,21,Night,Rain,True,1920.0,27.6,True,veh_spike,Working,35.0,38.0,9.0,82.0,0.0,,False,,,,1920
L003,2025-07-04 22:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,22,Night,Clear,False,357.0,39.3,False,,Working,29.0,84.0,5.0,118.0,1.0,,False,,,,357
L003,2025-07-04 23:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,4,23,Night,Clear,False,78.0,51.3,False,,Working,45.0,109.0,4.0,158.0,0.0,,False,,,,78
L003,2025-07-05 00:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,0,Night,Rain,False,187.0,36.6,False,,Working,59.0,117.0,10.0,186.0,0.0,,False,,,,187
L003,2025-07-05 01:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,1,Night,Rain,False,1540.0,32.6,False,veh_spike,Working,61.0,35.0,4.0,100.0,1.0,,False,,,,1540
L003,2025-07-05 02:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,2,Night,Rain,False,272.0,33.6,False,,Off,,,,,,,False,,,,272
L003,2025-07-05 03:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,3,Night,Rain,False,167.0,39.3,False,,Working,82.0,59.0,9.0,150.0,0.0,,False,,,,167
L003,2025-07-05 04:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,4,Night,Clear,False,189.0,45.7,False,,Working,83.0,39.0,3.0,125.0,0.0,,False,,,,189
L003,2025-07-05 05:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,5,Dusk/Dawn,Rain,False,221.0,35.7,False,,Working,41.0,69.0,6.0,116.0,2.0,,False,,,,221
L003,2025-07-05 06:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,6,Day,Rain,False,131.0,43.9,False,,Working,43.0,104.0,3.0,150.0,0.0,,False,,,,131
L003,2025-07-05 07:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,7,Day,Clear,False,237.0,41.8,False,,Working,81.0,89.0,6.0,176.0,0.0,,False,,,,237
L003,2025-07-05 08:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,8,Day,Rain,False,231.0,38.8,False,,Working,51.0,119.0,7.0,177.0,0.0,,False,,,,231
L003,2025-07-05 09:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,9,Day,Clear,False,162.0,48.6,False,,Working,43.0,67.0,7.0,117.0,0.0,,False,,,,162
L003,2025-07-05 10:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,10,Day,Clear,False,186.0,42.3,False,,Working,56.0,75.0,7.0,138.0,0.0,,False,,,,186
L003,2025-07-05 11:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,11,Day,Rain,False,291.0,33.1,False,,Working,59.0,99.0,7.0,165.0,0.0,,False,,,,291
L003,2025-07-05 12:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,12,Day,Rain,False,277.0,42.2,False,,Working,73.0,38.0,5.0,116.0,1.0,,False,,,,277
L003,2025-07-05 13:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,13,Day,,False,174.0,40.4,False,,Working,62.0,69.0,3.0,134.0,1.0,,False,,,,174
L003,2025-07-05 14:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,14,Day,Rain,False,115.0,51.1,False,,Blinking,,,,,,,False,,,,115
L003,2025-07-05 15:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,15,Day,Rain,False,254.0,44.8,False,,Working,52.0,107.0,3.0,162.0,0.0,,False,,,,254
L003,2025-07-05 16:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,16,Day,Clear,False,236.0,45.1,False,,Working,28.0,30.0,4.0,62.0,0.0,,False,,,,236
L003,2025-07-05 17:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,17,Day,Rain,True,267.0,35.9,True,,Working,88.0,54.0,4.0,146.0,0.0,,False,,,,267
L003,2025-07-05 18:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,18,Day,Rain,True,248.0,,True,,Working,35.0,88.0,7.0,130.0,0.0,,False,,,,248
L003,2025-07-05 19:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,19,Dusk/Dawn,,False,322.0,34.9,False,,Working,74.0,33.0,6.0,113.0,0.0,,False,,,,322
L003,2025-07-05 20:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,20,Night,Rain,False,247.0,,False,,Off,,,,,,,False,,,,247
L003,2025-07-05 21:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,21,Night,,True,403.0,22.6,True,,Working,69.0,54.0,5.0,128.0,0.0,,False,,,,403
L003,2025-07-05 22:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,22,Night,Thunderstorm,False,295.0,32.4,False,,Working,26.0,98.0,10.0,134.0,0.0,,False,,,,295
L003,2025-07-05 23:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,5,23,Night,,False,217.0,45.5,False,,Working,55.0,64.0,8.0,127.0,0.0,,False,,,,217
L003,2025-07-06 00:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,0,Night,Clear,False,169.0,48.7,False,,Working,53.0,101.0,10.0,164.0,0.0,,False,,,,169
L003,2025-07-06 01:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,1,Night,Clear,False,134.0,36.7,False,,Working,47.0,61.0,8.0,116.0,1.0,,False,,,,134
L003,2025-07-06 02:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,2,Night,Clear,False,115.0,51.0,False,,Working,29.0,96.0,8.0,133.0,0.0,,False,,,,115
L003,2025-07-06 03:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,3,Night,Clear,False,236.0,42.7,False,,Working,53.0,72.0,4.0,129.0,0.0,,False,,,,236
L003,2025-07-06 04:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,4,Night,Clear,False,324.0,32.4,False,,Off,,,,,,,False,,,,324
L003,2025-07-06 05:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,5,Dusk/Dawn,Clear,False,94.0,56.3,False,,Working,30.0,102.0,6.0,138.0,0.0,,False,,,,94
L003,2025-07-06 06:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,6,Day,Clear,False,144.0,48.7,False,,Working,61.0,117.0,5.0,183.0,0.0,,False,,,,144
L003,2025-07-06 07:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,7,Day,Clear,False,191.0,45.1,False,,Off,,,,,,,False,,,,191
L003,2025-07-06 08:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,8,Day,Clear,True,134.0,43.8,True,,Working,56.0,80.0,7.0,143.0,0.0,,False,,,,134
L003,2025-07-06 09:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,9,Day,Rain,True,335.0,39.8,True,,Working,64.0,47.0,6.0,117.0,0.0,,False,,,,335
L003,2025-07-06 10:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,10,Day,Clear,True,330.0,45.4,True,,Working,76.0,86.0,3.0,165.0,0.0,,False,,,,330
L003,2025-07-06 11:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,11,Day,Thunderstorm,False,70.0,60.5,False,,Working,80.0,76.0,5.0,161.0,0.0,,False,,,,70
L003,2025-07-06 12:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,12,Day,Rain,False,152.0,44.4,False,,Off,,,,,,,False,,,,152
L003,2025-07-06 13:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,13,Day,Rain,False,394.0,29.5,False,,Working,50.0,107.0,6.0,163.0,0.0,,False,,,,394
L003,2025-07-06 14:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,14,Day,Clear,False,167.0,38.4,False,,Working,73.0,78.0,6.0,157.0,0.0,,False,,,,167
L003,2025-07-06 15:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,15,Day,Clear,False,125.0,49.5,False,,Working,60.0,101.0,4.0,165.0,0.0,,False,,,,125
L003,2025-07-06 16:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,16,Day,Rain,False,150.0,40.4,False,,Working,70.0,90.0,65.0,163.0,0.0,sig_glitch,False,,,,150
L003,2025-07-06 17:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,17,Day,Rain,True,408.0,38.7,True,,Working,90.0,84.0,7.0,181.0,0.0,,False,,,,408
L003,2025-07-06 18:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,18,Day,Clear,True,229.0,39.7,True,,Working,39.0,120.0,3.0,162.0,0.0,,False,,,,229
L003,2025-07-06 19:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,19,Dusk/Dawn,Clear,True,243.0,48.2,True,,Blinking,,,,,,,False,,,,243
L003,2025-07-06 20:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,20,Night,Rain,False,267.0,28.2,False,,Working,40.0,99.0,5.0,144.0,0.0,,False,,,,267
L003,2025-07-06 21:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,21,Night,Clear,True,279.0,41.2,True,,Working,48.0,42.0,3.0,93.0,1.0,,True,Minor,2.0,Overspeeding,279
L003,2025-07-06 22:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,22,Night,Clear,False,266.0,41.5,False,,Working,67.0,35.0,3.0,105.0,0.0,,False,,,,266
L003,2025-07-06 23:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,6,23,Night,,False,108.0,42.9,False,,Working,32.0,83.0,4.0,119.0,0.0,,False,,,,108
L003,2025-07-07 00:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,0,Night,Clear,False,165.0,43.7,False,,Working,84.0,82.0,5.0,171.0,0.0,,False,,,,165
L003,2025-07-07 01:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,1,Night,Rain,False,201.0,33.5,False,,Off,,,,,,,False,,,,201
L003,2025-07-07 02:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,2,Night,Clear,False,91.0,46.7,False,,Working,39.0,103.0,6.0,148.0,1.0,,False,,,,91
L003,2025-07-07 03:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,3,Night,Rain,False,99.0,,False,,Working,75.0,46.0,4.0,125.0,0.0,,False,,,,99
L003,2025-07-07 04:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,4,Night,Rain,False,174.0,38.9,False,,Off,,,,,,,False,,,,174
L003,2025-07-07 05:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,5,Dusk/Dawn,Clear,False,215.0,,False,,Working,54.0,114.0,7.0,175.0,0.0,,False,,,,215
L003,2025-07-07 06:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,6,Day,Clear,False,197.0,37.0,False,,Working,74.0,105.0,7.0,186.0,0.0,,False,,,,197
L003,2025-07-07 07:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,7,Day,Clear,False,360.0,36.7,False,,Off,,,65.0,,,sig_glitch,False,,,,360
L003,2025-07-07 08:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,8,Day,Clear,True,342.0,49.9,True,,Working,40.0,30.0,6.0,76.0,0.0,,False,,,,342
L003,2025-07-07 09:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,9,Day,Thunderstorm,True,172.0,51.2,True,,Working,71.0,106.0,4.0,181.0,1.0,,False,,,,172
L003,2025-07-07 10:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,10,Day,Clear,True,228.0,43.2,True,,Working,81.0,62.0,6.0,149.0,0.0,,False,,,,228
L003,2025-07-07 11:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,11,Day,Rain,True,466.0,27.3,True,,Working,80.0,73.0,6.0,159.0,0.0,,False,,,,466
L003,2025-07-07 12:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,12,Day,Clear,False,212.0,33.4,False,,Working,53.0,108.0,3.0,164.0,0.0,,False,,,,212
L003,2025-07-07 13:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,13,Day,Rain,False,182.0,39.0,False,,Working,73.0,108.0,7.0,188.0,0.0,,False,,,,182
L003,2025-07-07 14:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,14,Day,Rain,False,216.0,30.2,False,,Working,43.0,66.0,4.0,113.0,0.0,,False,,,,216
L003,2025-07-07 15:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,15,Day,Rain,False,213.0,34.2,False,,Working,69.0,41.0,3.0,113.0,0.0,,False,,,,213
L003,2025-07-07 16:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,16,Day,Rain,False,190.0,42.8,False,,Working,87.0,94.0,6.0,187.0,0.0,,False,,,,190
L003,2025-07-07 17:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,17,Day,Rain,True,166.0,38.6,True,,Off,,,,,,,False,,,,166
L003,2025-07-07 18:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,18,Day,Clear,True,375.0,45.9,True,,Working,36.0,59.0,6.0,101.0,1.0,,False,,,,375
L003,2025-07-07 19:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,19,Dusk/Dawn,Thunderstorm,True,142.0,46.6,True,,Working,68.0,55.0,5.0,128.0,1.0,,False,,,,142
L003,2025-07-07 20:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,20,Night,Rain,True,148.0,36.2,True,,Off,,,,,,,False,,,,148
L003,2025-07-07 21:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,21,Night,Thunderstorm,True,182.0,35.0,True,,Working,36.0,96.0,5.0,137.0,0.0,,False,,,,182
L003,2025-07-07 22:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,22,Night,Clear,False,145.0,48.0,False,,Off,,,,,,,False,,,,145
L003,2025-07-07 23:00:00,Telangana,rural,1,70,True,high,0.127,17.382975,78.327343,monsoon,0,23,Night,Rain,False,240.0,35.2,False,,Working,56.0,37.0,3.0,96.0,0.0,,False,,,,240
L004,2025-07-01 00:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,0,Night,Thunderstorm,False,641.0,22.9,False,,Working,42.0,35.0,6.0,83.0,1.0,,False,,,,641
L004,2025-07-01 01:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,1,Night,Clear,False,395.0,38.3,False,,Working,67.0,113.0,4.0,184.0,1.0,,False,,,,395
L004,2025-07-01 02:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,2,Night,Clear,False,681.0,36.9,False,,Working,64.0,118.0,7.0,189.0,1.0,,False,,,,681
L004,2025-07-01 03:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,3,Night,Rain,False,621.0,25.8,False,,Working,70.0,109.0,5.0,184.0,0.0,,False,,,,621
L004,2025-07-01 04:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,4,Night,Rain,False,380.0,36.0,False,,Working,79.0,34.0,10.0,123.0,3.0,,False,,,,380
L004,2025-07-01 05:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,5,Dusk/Dawn,Rain,False,266.0,36.5,False,,Working,80.0,31.0,4.0,115.0,2.0,,False,,,,266
L004,2025-07-01 06:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,6,Day,Clear,False,482.0,,False,,Working,34.0,70.0,6.0,110.0,2.0,,False,,,,482
L004,2025-07-01 07:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,7,Day,Rain,False,625.0,,False,,Off,,,,,,,False,,,,625
L004,2025-07-01 08:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,8,Day,Clear,True,941.0,34.8,True,,Working,60.0,50.0,6.0,116.0,2.0,,False,,,,941
L004,2025-07-01 09:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,9,,Clear,True,778.0,25.7,True,,Off,,,,,,,False,,,,778
L004,2025-07-01 10:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,10,Day,Clear,True,1745.0,19.2,True,,Working,28.0,71.0,6.0,105.0,0.0,,False,,,,1745
L004,2025-07-01 11:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,11,Day,Rain,True,828.0,23.8,True,,Working,53.0,71.0,7.0,131.0,1.0,,False,,,,828
L004,2025-07-01 12:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,12,Day,Rain,False,562.0,27.8,False,,Working,65.0,38.0,7.0,110.0,0.0,,False,,,,562
L004,2025-07-01 13:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,13,Day,Rain,False,403.0,33.3,False,,Working,76.0,63.0,7.0,146.0,1.0,,False,,,,403
L004,2025-07-01 14:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,14,Day,Rain,False,425.0,31.8,False,,Working,41.0,104.0,7.0,152.0,1.0,,False,,,,425
L004,2025-07-01 15:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,15,Day,Rain,False,318.0,23.2,False,,Working,48.0,87.0,7.0,142.0,0.0,,True,Minor,3.0,Weather-related,318
L004,2025-07-01 16:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,16,Day,Rain,False,455.0,27.3,False,,Working,32.0,100.0,7.0,139.0,0.0,,False,,,,455
L004,2025-07-01 17:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,17,Day,Rain,True,455.0,28.4,True,,Working,26.0,45.0,3.0,74.0,2.0,,False,,,,455
L004,2025-07-01 18:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,18,Day,Rain,True,1028.0,20.6,True,,Working,88.0,35.0,6.0,129.0,2.0,,False,,,,1028
L004,2025-07-01 19:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,19,Dusk/Dawn,Rain,True,997.0,26.3,True,,Working,88.0,58.0,5.0,151.0,0.0,,False,,,,997
L004,2025-07-01 20:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,20,Night,Rain,True,1521.0,5.4,True,,Working,65.0,109.0,7.0,181.0,0.0,,False,,,,1521
L004,2025-07-01 21:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,21,Night,Clear,True,1163.0,13.4,True,,Working,31.0,64.0,6.0,101.0,0.0,,False,,,,1163
L004,2025-07-01 22:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,22,Night,Rain,False,3740.0,21.6,False,veh_spike,Working,81.0,34.0,9.0,124.0,1.0,,False,,,,3740
L004,2025-07-01 23:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,1,23,Night,Rain,False,181.0,34.2,False,,Working,66.0,104.0,3.0,173.0,2.0,,False,,,,181
L004,2025-07-02 00:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,0,Night,Clear,False,480.0,38.3,False,,Working,80.0,100.0,9.0,189.0,1.0,,False,,,,480
L004,2025-07-02 01:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,1,Night,Rain,False,288.0,,False,,Working,71.0,67.0,10.0,148.0,2.0,,False,,,,288
L004,2025-07-02 02:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,2,Night,Rain,False,3390.0,23.0,False,veh_spike,Working,67.0,35.0,6.0,108.0,1.0,,False,,,,3390
L004,2025-07-02 03:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,3,Night,Rain,False,809.0,10.5,False,,Working,37.0,97.0,6.0,140.0,0.0,,False,,,,809
L004,2025-07-02 04:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,4,Night,Thunderstorm,False,460.0,34.4,False,,Working,76.0,77.0,7.0,160.0,0.0,,False,,,,460
L004,2025-07-02 05:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,5,Dusk/Dawn,Rain,False,196.0,,False,,Working,50.0,109.0,7.0,166.0,0.0,,False,,,,196
L004,2025-07-02 06:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,6,Day,Clear,False,764.0,25.7,False,,Working,32.0,102.0,7.0,141.0,1.0,,False,,,,764
L004,2025-07-02 07:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,7,Day,Thunderstorm,False,180.0,47.4,False,,Working,48.0,102.0,3.0,153.0,1.0,,False,,,,180
L004,2025-07-02 08:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,8,Day,Rain,True,1253.0,15.0,True,,Off,,,,,,,False,,,,1253
L004,2025-07-02 09:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,9,Day,Clear,True,661.0,25.8,True,,Working,74.0,53.0,7.0,134.0,0.0,,False,,,,661
L004,2025-07-02 10:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,10,,Clear,True,2341.0,25.4,True,,Working,83.0,84.0,5.0,172.0,1.0,,False,,,,2341
L004,2025-07-02 11:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,11,Day,Rain,True,1138.0,20.5,True,,Working,42.0,49.0,7.0,98.0,0.0,,False,,,,1138
L004,2025-07-02 12:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,12,,Rain,False,427.0,30.6,False,,Working,66.0,57.0,7.0,130.0,1.0,,False,,,,427
L004,2025-07-02 13:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,13,Day,Rain,False,466.0,28.8,False,,Working,29.0,44.0,3.0,76.0,0.0,,False,,,,466
L004,2025-07-02 14:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,14,Day,Rain,False,650.0,16.0,False,,Working,39.0,70.0,6.0,115.0,0.0,,False,,,,650
L004,2025-07-02 15:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,15,Day,Rain,False,353.0,25.4,False,,Working,51.0,50.0,6.0,107.0,0.0,,False,,,,353
L004,2025-07-02 16:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,16,Day,Clear,False,399.0,44.3,False,,Working,78.0,60.0,3.0,141.0,4.0,,False,,,,399
L004,2025-07-02 17:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,17,Day,Clear,True,1263.0,29.2,True,,Working,84.0,72.0,7.0,163.0,1.0,,False,,,,1263
L004,2025-07-02 18:00:00,Telangana,urban,3,57,True,medium,0.054,17.49577,78.511705,monsoon,2,18,Day,Clear,True,539.0,34.7,True,,Working,78.0,65.0,7.0,150.0,1.0,,False,,,,539
